fd_id,ft_id,"fd_type","fd_name",fd_smallPrice,fd_largePrice,"fd_comments"
989,7,"Lunch Hoagies","Ham",0,0,""
990,7,"Lunch Hoagies","Shrimp and Crab Meat",0,0,""
991,7,"Lunch Hoagies","Tuna Fish",0,0,""
992,7,"Lunch Hoagies","Chicken Salad",0,0,""
993,7,"Lunch Hoagies","Grilled Chicken",0,0,""
994,7,"Lunch Hoagies","Italian",0,0,""
995,7,"Lunch Hoagies","Cheese",0,0,""
996,7,"Lunch Hoagies","Mix Cheese",0,0,""
997,7,"Lunch Hoagies","Meatball Hoagie",0,0,""
998,7,"Lunch Hoagies","Cheese Steak Hoagie",0,0,""
999,7,"Lunch Hoagies","Chicken Cheese Steak",0,0,""
1000,7,"Gyros","Chicken Gyro",0,0,""
1001,7,"Gyros","Lamb and Beef Gyro",0,0,""
1002,7,"Salad","Tuna",0,0,""
1003,7,"Salad","Chicken",0,0,""
1004,7,"Salad","Seafood",0,0,""
1005,7,"Salad","Greek",0,0,""
1006,7,"Salad","Chef Salad",0,0,""
1007,7,"Salad","Grilled Chicken Salad",0,0,""
1008,7,"Hot Dog","Cheese Dog",0,0,""
1009,7,"Hot Dog","Chilli Dog",0,0,""
1010,7,"Hot Dog","Hot Sausage",0,0,""
1011,7,"Hot Dog","Cheese Sausage",0,0,""
1012,7,"Hot Dog","Chilli Sausage",0,0,""
1013,7,"Hot Dog","Meatball",0,0,""
1014,7,"Hot Dog","Kielbasa",0,0,""
1015,7,"Cold Sandwich","Turkey Cheese Sandwich",0,0,""
1016,7,"Cold Sandwich","Ham Cheese",0,0,""
1017,7,"Cold Sandwich","Tuna Fish",0,0,""
1018,7,"Cold Sandwich","Chicken Salad",0,0,""
1019,7,"Cold Sandwich","BLT with Cheese",0,0,""
1020,7,"Cold Sandwich","BLT with Boiled Egg",0,0,""
1021,7,"Cold Sandwich","Vegetables on Pita Bread",0,0,""
1022,7,"Steaks","Cheese Steak",0,0,""
1023,7,"Steaks","Plain Steak",0,0,""
1024,7,"Steaks","Pepper Cheese Steak",0,0,""
1025,7,"Steaks","Mushroom Cheese Steak",0,0,""
1026,7,"Steaks","Pizza Cheese Steak",0,0,""
1027,7,"Steaks","Bacon Cheese Steak",0,0,""
1028,7,"Steaks","Chicken Cheese Steak",0,0,""
1029,7,"Steaks","Chicken Cheese Steak with Pepper",0,0,""
1030,7,"Steaks","Chicken Cheese Steak with Mushroom",0,0,""
1031,7,"Burgers","Quarter Turkey Cheese Burger",0,0,""
1032,7,"Burgers","Quarter Cheese Burger",0,0,""
1033,7,"Burgers","Quarter Hamburger",0,0,""
1034,7,"Burgers","Quarter Bacon Cheese Burger",0,0,""
1035,7,"Burgers","Quarter Mushroom Cheese Burger",0,0,""
1036,7,"Burgers","Grilled Cheese",0,0,""
1037,7,"Burgers","Grilled Cheese with Bacon or Ham",0,0,""
179,9,"Soup","Wonton Soup",1.25,2.5,""
180,9,"Soup","Wonton Special",1.75,3.5,"Chicken Shrimp And Pork"
181,9,"Soup","Hot And Sour Soup",1.25,2.5,""
182,9,"Soup","Hot And Sour Special",1.75,3.5,"Chicken Shrimp And Pork"
183,9,"Appetizer","Steamed or Fried Dumpling",0,2,"6 pieces"
184,9,"Appetizer","Dumpling Platters",0,3.25,""
185,9,"Appetizer","BBQ Wings Only",0,2.4,"8 pieces"
186,9,"Appetizer","BBQ Wings Platters",0,3.5,""
187,9,"Appetizer","Shrimp Roll",0,1,""
188,9,"Appetizer","Pizza Roll",0,1,""
189,9,"Extra","Vegetable",0,0.5,"Bean Curd Eggplant Cashew Nut or Peanut"
190,9,"Extra","Meat",0,1,"Chicken Pork Beef Shrimp Crabmeat or Scallops"
191,9,"Noodle or Vegetable Soup","Chicken or Pork",1.25,2.5,""
192,9,"Noodle or Vegetable Soup","Shrimp or Beef",1.5,3,""
193,9,"Noodle or Vegetable Soup","Special noodle Soup",1.75,3.5,"Chicken Shrimp And Pork"
194,9,"Bean Curd Soup","Chicken or Pork",1.5,3,""
195,9,"Bean Curd Soup","Shrimp or Beef",1.75,3.5,""
196,9,"Bean Curd Soup","Special",2,4,"Chicken Shrimp And Pork"
197,9,"Fried Rice","Chicken or Pork",2.5,3,""
198,9,"Fried Rice","Shrimp or Beef",2.75,3.25,""
199,9,"Fried Rice","Special",3,3.5,"Chicken Shrimp And Pork"
200,9,"Yat","Chicken or Pork",0,3,""
201,9,"Yat","Shrimp or Beef",0,3.25,""
202,9,"Yat","Special",0,3.5,"Chicken Shrimp And Pork"
203,9,"Egg Foo Young","Chicken or Pork",0,3.25,"With Rice"
204,9,"Egg Foo Young","Shrimp or Beef",0,3.5,"With Rice"
205,9,"Egg Foo Young","Special",0,3.75,"With Rice Chicken Shrimp And Pork"
206,9,"Chow Mein","Chicken or Pork",0,3.25,"With Rice"
207,9,"Chow Mein","Shrimp or Beef",0,3.5,"With Rice"
208,9,"Chow Mein","Special",0,3.5,"With Rice Chicken Shrimp And Pork"
209,9,"Bean Curd","Broccoli Bean Curd",0,3.25,"With Rice"
210,9,"Bean Curd","Chicken or Pork",0,3.25,"With Rice"
211,9,"Bean Curd","Shrimp or Beef",0,3.5,"With Rice"
212,9,"Bean Curd","Special",0,3.5,"With Rice Chicken Shrimp And Pork"
213,9,"Sweet And Sour","Chicken or Pork",0,3.25,"With Rice"
214,9,"Sweet And Sour","Shrimp or Beef",0,3.5,"With Rice"
215,9,"Sweet And Sour","Special",0,3.75,"With Rice Chicken Shrimp And Pork"
216,9,"Pepper And Onion","Chicken or Pork",0,3.25,"With Rice"
217,9,"Pepper And Onion","Shrimp or Beef",0,3.5,"With Rice"
218,9,"Pepper And Onion","Special",0,3.75,"With Rice Chicken Shrimp And Pork"
219,9,"Chinese Vegetable","Vegetable Bean Curd",0,3.25,"With Rice"
220,9,"Chinese Vegetable","Chicken or Pork",0,3.25,"With Rice"
221,9,"Chinese Vegetable","Shrimp or Beef",0,3.5,"With Rice"
222,9,"Chinese Vegetable","Special",0,3.75,"With Rice Chicken Shrimp And Pork"
223,9,"Lo Mein","Chicken or Pork",0,3.5,"With Vegetable"
224,9,"Lo Mein","Shrimp or Beef",0,3.75,"With Vegetable"
225,9,"Lo Mein","Special",0,4,"With Rice Chicken Shrimp And Pork"
226,9,"String Bean","Vegetable Bean Curd",0,3.5,"With Rice"
227,9,"String Bean","Chicken or Pork",0,3.75,"With Rice"
228,9,"String Bean","Shrimp or Beef",0,4,"With Rice Chicken Shrimp And Pork"
229,9,"Mushroom","Vegetable Bean Curd",0,3.5,"With Rice"
230,9,"Mushroom","Chicken or Pork",0,3.75,"With Rice"
231,9,"Mushroom","Shrimp or Beef",0,4,"With Rice Chicken Shrimp And Pork"
232,9,"Snow Pea","Vegetable Bean Curd",0,3.5,"With Rice"
233,9,"Snow Pea","Chicken or Pork",0,3.75,"With Rice"
234,9,"Snow Pea","Shrimp or Beef",0,4,"With Rice Chicken Shrimp And Pork"
235,9,"Hunan","Chicken or Pork",0,3.5,"With Rice"
236,9,"Hunan","Shrimp or Beef",0,3.75,"With Rice"
237,9,"Hunan","Special",0,4,"With Rice Chicken Shrimp And Pork"
238,9,"Bean Curd","Chicken or Pork",0,3.5,"With Rice"
239,9,"Bean Curd","Shrimp or Beef",0,3.75,"With Rice"
240,9,"Bean Curd","Special",0,4,"With Rice Chicken Shrimp And Pork"
241,9,"Kung Pao","Chicken or Pork",0,3.5,"With Rice"
242,9,"Kung Pao","Shrimp or Beef",0,3.75,"With Rice"
243,9,"Kung Pao","Special",0,4,"With Rice Chicken Shrimp And Pork"
244,9,"Cashew Nuts","Chicken or Pork",0,3.75,"With Rice"
245,9,"Cashew Nuts","Shrimp or Beef",0,4,"With Rice"
246,9,"Cashew Nuts","Special",0,4.25,"With Rice Chicken Shrimp And Pork"
247,9,"Eggplant","Vegetable Eggplant",0,3.25,"With Rice"
248,9,"Eggplant","Chicken or Pork",0,4,"With Rice"
249,9,"Eggplant","Shrimp or Beef",0,4.25,"With Rice"
250,9,"Eggplant","Special",0,4.5,"With Rice Chicken Shrimp And Pork"
251,9,"Seafood","Crabmeat Broccoli",0,3.5,"With Rice"
252,9,"Seafood","Crabmeat Vegetable",0,3.5,"With Rice"
253,9,"Seafood","Scallop Broccoli",0,3.5,"With Rice"
254,9,"Seafood","Scallop Vegetable",0,3.5,"With Rice"
255,9,"Seafood","Seafood Special",0,4,"With Rice Crabmeat Scallop And Shrimp"
256,9,"Chicken","General Tso's Chicken",0,3.5,"With Rice"
257,9,"Chicken","Sesame Chicken",0,3.5,"With Rice"
258,9,"Chicken","Grandfather Chicken",0,3.5,"With Rice"
1529,12,"Special","Tuna or Chicken Salad on Pita Bread",0,0,""
1530,12,"Special","Lamb Beef or Chicken Gyro",0,0,""
1531,12,"Special","Beef or Chicken Cheese Steak",0,0,""
1532,12,"Special","Turkey Bacon or Sausage Egg in Cheese",0,0,""
1533,12,"Special","Scrapple Egg or Sausage Egg in Cheese",0,0,""
1534,12,"Special","Pork Roll Egg in Cheese",0,0,""
1535,12,"Special","Bacon Egg in Cheese",0,0,""
1536,12,"Special","Western Omelet with Cheese",0,0,""
1537,12,"Special","Egg in Cheese with Peppers Onions and Mushrooms",0,0,""
1538,12,"Special","Soups of the Day",0,0,""
1539,12,"Breakfast","Scrapple and Eggs",0,0,""
1540,12,"Breakfast","Breakfast Sausage and Eggs",0,0,""
1541,12,"Breakfast","All Beef Sausages and Eggs",0,0,""
1542,12,"Breakfast","Ham and Eggs",0,0,""
1543,12,"Breakfast","Steak and Eggs",0,0,""
1544,12,"Breakfast","Bacon and Eggs",0,0,""
1545,12,"Breakfast","Keilbasa and Eggs",0,0,""
1546,12,"Breakfast","Turkey Bacon and Eggs",0,0,""
1547,12,"Breakfast","Cheese and Eggs",0,0,""
1548,12,"Breakfast","Feta Cheese and Eggs",0,0,""
1549,12,"Breakfast","Spinach and Eggs",0,0,""
1550,12,"Breakfast","BLT",0,0,""
1551,12,"Breakfast","Turkey BLT",0,0,""
1552,12,"Breakfast","Grilled Cheese",0,0,""
1553,12,"Breakfast","Veggie Omlette",0,0,""
1554,12,"Lunch Sandwiches","All Beef Hot Dog",0,0,""
1555,12,"Lunch Sandwiches","Hot Sausage",0,0,""
1556,12,"Lunch Sandwiches","Chili Cheese Dogs",0,0,""
1557,12,"Lunch Sandwiches","Chili in a Cup",0,0,""
1558,12,"Lunch Sandwiches","Kielbasa",0,0,""
1559,12,"Lunch Sandwiches","Italian Sausage",0,0,""
1560,12,"Lunch Sandwiches","Meat balls",0,0,""
1561,12,"Lunch Sandwiches","Hot Roast Beef",0,0,""
1562,12,"Lunch Sandwiches","Grilled Cheese",0,0,""
1563,12,"Lunch Sandwiches","BLT",0,0,""
1564,12,"Lunch Sandwiches","Turkey BLT",0,0,""
1565,12,"Lunch Sandwiches","Greek Lamb Gyro on Pita",0,0,""
1566,12,"Lunch Sandwiches","Chicken Gyro on Pita",0,0,""
1567,12,"Hoagies Subs","Ham and Cheese",0,0,""
1568,12,"Hoagies Subs","Smoked Turkey and Cheese",0,0,""
1569,12,"Hoagies Subs","American or Italian Hoagie",0,0,""
1570,12,"Hoagies Subs","Roast Beef Hoagie",0,0,""
1571,12,"Hoagies Subs","American Cheese Hoagie",0,0,""
1572,12,"Hoagies Subs","Provolone Cheese",0,0,""
1573,12,"Hoagies Subs","Feta Cheese Hoagie",0,0,""
1574,12,"Hoagies Subs","Tuna Chicken Hoagie",0,0,""
1575,12,"Hoagies Subs","Seafood Hoagie",0,0,""
1576,12,"Hoagies Subs","Marinated Chicken",0,0,""
1577,12,"Hoagies Subs","Breast Hoagie",0,0,""
1578,12,"Hoagies Subs","Chicken Cheese",0,0,""
1579,12,"Hoagies Subs","Steak Hoagie",0,0,""
1580,12,"Steaks","Cheese Steaks",0,0,""
1581,12,"Steaks","Mushroom Steak",0,0,""
1582,12,"Steaks","Pizza Steak",0,0,""
1583,12,"Steaks","Pepper Steak",0,0,""
1584,12,"Steaks","Cheese Steak Hoagie",0,0,""
1585,12,"Steaks","Chicken Cheese Steak",0,0,""
1586,12,"Salad Platters","Greek Chef or Tossed Salad",0,0,""
1587,12,"Salad Platters","Tuna Chicken and Seafood Salad",0,0,""
1588,12,"Salad Platters","Chicken Brest Salad",0,0,""
1486,14,"Breakfast","Eggs Sandwich",0,1.5,""
1487,14,"Breakfast","Egg and Cheese Sandwich",0,1.75,""
1488,14,"Breakfast","Sausage and Egg",0,2.5,""
1489,14,"Breakfast","Bagel",0,1,""
1490,14,"Breakfast","Muffins",0,1,""
1491,14,"Breakfast","Donut",0,1,""
1492,14,"Breakfast","Coffee",0,0.75,""
1493,14,"Breakfast","Tea",0,0.75,""
1494,14,"Breakfast","Hot Chocolate",0,0.75,""
1495,14,"Breakfast","Can Soda",0,0.75,""
1496,14,"Breakfast","Bottled Soda",0,1.25,""
1497,14,"Breakfast","Fruit Juices",0,1.25,""
1498,14,"Breakfast","Snapple",0,1.25,""
1499,14,"Specials","Chicken Salad on Pita",0,3.5,""
1500,14,"Specials","Tuna Salad on Pita",0,3.5,""
1501,14,"Specials","Lamb Gyro on Pita",0,3.75,""
1502,14,"Specials","Chicken Gyro on Pita",0,3.75,""
1503,14,"Specials","Chicken Cheese Sandwich",0,3.75,""
1504,14,"Specials","Meatball",2.25,3,""
1505,14,"Specials","Grilled Cheese",0,2.25,""
1506,14,"Specials","Ham and Cheese Melt",0,2.75,""
1507,14,"Specials","Grilled Chicken Breast Sandwich",0,4.5,""
1508,14,"Specials","Italian Hoagie",0,4.25,""
1509,14,"Specials","BLT",2.25,3.25,""
1510,14,"Specials","Pretzel ",0,0.5,""
1511,14,"All Beef","Hot Dog",0,1.25,""
1512,14,"All Beef","Hot Chili",0,1.25,""
1513,14,"All Beef","Steak Sandwich",0,3.75,""
1514,14,"All Beef","Mushroom Steak",0,4.25,""
1515,14,"All Beef","Pizza Steak",0,4.25,""
1516,14,"All Beef","Gr Pepper Steak",0,4,""
1517,14,"All Beef","Hamburgers",0,2.25,""
1518,14,"All Beef","BBQ Steak",0,3.5,""
1519,14,"All Beef","Hot Roast Beef",0,3.5,""
1520,14,"All Beef","Sweet Italian Sausage",0,3,""
1521,14,"All Beef","Hot Sausage",0,2.25,""
1522,14,"All Beef","Kielbasa",0,2.5,""
1523,14,"All Beef","Meatball Sandwich",0,3,""
1524,14,"All Beef","Ham and Cheese Hoagie",0,3.75,""
1525,14,"All Beef","Turkey and Cheese Hoagie",0,3.75,""
1526,14,"All Beef","Tuna Salad Hoagie",0,3.75,""
1527,14,"All Beef","Chicken Salad Hoagie",0,3.75,""
1528,14,"Extras","Cheese",0,0.5,""
492,21,"Platters","Chicken Wing",6,8,"Small 4 Pieces; Large 6 Pieces; With 2 sides"
493,21,"Platters","Chicken Leg",6,8,"With 2 sides"
494,21,"Platters","Chicken Breast",8,10,"With 2 sides"
495,21,"Platters","Curry Chicken",6,8,"With 2 sides"
496,21,"Platters","Jerk Chicken",6,8,"With 2 sides"
497,21,"Platters","Brown Stew Chicken",6,8,"With 2 sides"
498,21,"Platters","Fish",6,8,"With 2 sides"
499,21,"Platters","Fish with Fries",6,8,"With 2 sides"
500,21,"Platters","Oxtail",9,12,"With 2 sides"
501,21,"Platters","Brown Stew Turkey",6,8,"With 2 sides"
502,21,"Platters","Mixed Combo",0,2,"With 2 sides"
503,21,"Platters","Vegatables",6,8,"With 4 sides"
504,21,"Sandwiches","Chicken Breast Sandwich",0,7,""
505,21,"Sandwiches","Chicken Leg and Thigh Sandwich",0,6,"2 Pieces"
506,21,"Sandwiches","Chicken Wing Sandwich",4,6,"Small 4 Pieces; Large 6 Pieces"
507,21,"Sandwiches","Wings and Fries",6,8,"Small 4 Pieces; Large 6 Pieces"
508,21,"Sandwiches","Fish sandwich",5,10,""
509,21,"Beverages","Water ",0,1.25,""
510,21,"Beverages","Sodas",0,1.25,""
511,21,"Beverages","Iced Tea",0,1.5,""
512,21,"Desserts","Peach Cobbler",0,3,""
513,21,"Desserts","Corn Bread",0,1,""
514,21,"Sides","Small side order",0,2,""
515,21,"Sides","Large side order",0,3,""
436,22,"Sandwiches","Hanan Falafel",0,3,""
437,22,"Sandwiches","Hanan Hoummos",0,3,""
438,22,"Sandwiches","Baba Ghanoush",0,3,""
439,22,"Sandwiches","Hanan Hoummos Baba Ghanoush",0,3.25,""
440,22,"Sandwiches","Stuffed Grape Leaves",0,3,""
441,22,"Sandwiches","Stuffed Grape Leaves and Feta Cheese",0,3.25,""
442,22,"Sandwiches","Hanan Falafel with Hoummos",0,3.25,""
443,22,"Sandwiches","Hanan Falafel and Feta Cheese",0,3.25,""
444,22,"Sandwiches","Hanan Falafel with Hoummos and Feta Cheese",0,3.75,""
445,22,"Sandwiches","Hanan Falafel and Baba Ghanoush",0,3.25,""
446,22,"Sandwiches","Hanan Falafel with Everything",0,4,""
447,22,"Sandwiches","Zucchini-Feta Cheese",0,3.25,""
448,22,"Sandwiches","Zucchini and Hanan Falafel",0,3.5,""
449,22,"Sandwiches","Zucchini and Baba Ghanoush",0,3.5,""
450,22,"Sandwiches","Baba Ghanoush and Feta Cheese",0,3.5,""
451,22,"Sandwiches","Greek Salad Sandwich",0,3,""
452,22,"Sandwiches","Chicken Kebab",0,4,""
453,22,"Sandwiches","Chicken and Hanan Hoummos",0,4.25,""
454,22,"Sandwiches","Chicken and Hanan Falafel",0,4.25,""
455,22,"Sandwiches","Chicken and Baba Ghanoush",0,4.25,""
456,22,"Sandwiches","Chicken and Feta Cheese",0,4.25,""
457,22,"Sandwiches","Chicken with Everything",0,4.75,""
458,22,"Sandwiches","Grilled Kefta",0,4,"Lean Beef Burger"
459,22,"Sandwiches","Grilled Kefta with Hanan Hoummos",0,4.25,""
460,22,"Sandwiches","Grilled Kefta with Baba Ghanoush",0,4.25,""
461,22,"Sandwiches","Kefta with Feta Cheese",0,4.25,""
462,22,"Sandwiches","Kefta with Everything",0,4.75,""
463,22,"Sandwiches","Shawrma (Gyro)",0,4,""
464,22,"Sandwiches","Shawrma (Gyro) with Hanan Hoummos",0,4.25,""
465,22,"Platters","Regular Platter",0,4,"Comes with Rice/Couscous"
466,22,"Platters","Hanan Falafel Platter",0,4.75,""
467,22,"Platters","Hanan Falafel and Grape Leaves",0,4.75,""
468,22,"Platters","Hanan Falafel & Baba Ghanoush Eggplant",0,5,""
469,22,"Platters","Zucchini-Feta Cheese",0,4.75,""
470,22,"Platters","Hanan Falafel and Zucchini-Feta Cheese",0,4.75,""
471,22,"Platters","Stuffed Grape Leaves (Vegetarian)",0,4.75,""
472,22,"Platters","Grape Leaves and Zucchini",0,4.75,""
473,22,"Platters","Grape Leaves and Baba Ghanoush",0,4.75,""
474,22,"Platters","Grilled Chicken Kabab",0,5,""
475,22,"Platters","Chicken and Hanan Falafel",0,5.25,""
476,22,"Platters","Chicken and Baba Ghanoush",0,5.25,""
477,22,"Platters","Chicken and Grape Leaves",0,5.25,""
478,22,"Platters","Chicken and Zucchini",0,5.25,""
479,22,"Platters","Grilled Kefta",0,5,"Lean Beef"
480,22,"Platters","Grilled Kefta and Hanan Falafel",0,5.25,""
481,22,"Platters","Kefta and Baba Ghanoush",0,5.25,""
482,22,"Platters","Kefta and Grape Leaves",0,5.25,""
483,22,"Platters","Shawrma (Gyro) Platter",0,5,""
484,22,"Salads","Garden Salad",0,3.5,""
485,22,"Salads","Greek Salad",0,3.75,""
486,22,"Salads","Falafel Salad",0,4.75,""
487,22,"Salads","Chicken Kabab Salad",0,5.5,""
488,22,"Beverages","Soda",0,1.25,""
489,22,"Beverages","Juice",0,1.25,""
490,22,"Beverages","Water",0,1.25,""
491,22,"Beverages","Cans",0,0.75,""
54,26,"Soup and Rice","Wonton Soup",0,1.25,""
55,26,"Soup and Rice","Hot and Sour Soup",0,1.25,"Spicy"
56,26,"Soup and Rice","Chicken Noodle or Rice Soup",0,1.25,""
57,26,"Soup and Rice","Vegetable Bean Curd Soup",0,1.25,""
58,26,"Soup and Rice","Vegetable Chicken Soup",0,1.25,""
59,26,"Soup and Rice","Hot Sour Noodle Soup",0,1.5,""
60,26,"Appetizer","Shrimp Roll",0,1,""
61,26,"Appetizer","Spring Roll",0,1,""
62,26,"Our Special","Plain Mapo Tofu",0,3,"Spicy"
63,26,"Our Special","Mapo Tofu with Chicken or Pork",0,3.25,"Spicy"
64,26,"Our Special","Mapo Tofu with Beef or Shrimp",0,3.5,"Spicy"
65,26,"Our Special","Oriental Beef",0,4,""
66,26,"Our Special","Ginger Chicken",0,3.25,""
67,26,"Our Special","Crispy Fish",0,3.75,"Spicy"
68,26,"Our Special","BBQ Pork Chop",0,4,""
69,26,"Our Special","BBQ Chicken",0,4,""
70,26,"Our Special","Boneless Spare Ribs",0,3.75,""
71,26,"Our Special","Sesame Chicken",0,3.5,""
72,26,"Our Special","Orange Chicken",0,3.75,"Spicy"
73,26,"Our Special","General Tso's Chicken",0,3.5,"Spicy"
74,26,"Our Special","Sweet and Sour Chicken",0,3.5,""
75,26,"Our Special","Chili Chicken",0,3.5,"Spicy"
76,26,"Fried Rice","Vegetable Fried Rice",0,2.75,""
77,26,"Fried Rice","Pork Fried Rice",0,2.75,""
78,26,"Fried Rice","Chicken Fried Rice",0,2.75,""
79,26,"Fried Rice","Beef Fried Rice",0,3,""
80,26,"Fried Rice","Shrimp Fried Rice",0,3,""
81,26,"Fried Rice","Subgum Fried Rice",0,3.5,""
82,26,"Lo Mein","Vegetable Lo Mein",0,2.75,""
83,26,"Lo Mein","Pork Lo Mein",0,2.75,""
84,26,"Lo Mein","Chicken Lo Mein",0,2.75,""
85,26,"Lo Mein","Beef Lo Mein",0,3,""
86,26,"Lo Mein","Shrimp Lo Mein",0,3,""
87,26,"Lo Mein","Subgum Lo Mein",0,3.5,""
88,26,"Chow Fun","Pork or Chicken Chow Fun",0,3.5,""
89,26,"Chow Fun","Beef or Shrimp Chow Fun",0,3.75,""
90,26,"Chow Fun","Subgum Chow Fun",0,4,""
91,26,"Singapore Noodle","with Pork or Chicken",0,3.75,"Spicy"
92,26,"Singapore Noodle","with Beef or Shrimp",0,3.95,"Spicy"
93,26,"Singapore Noodle","Subgum Singapore Noodle",0,4.25,"Spicy"
94,26,"Vegetable","Steam Vegetable",0,3.25,""
95,26,"Vegetable","Vegetable Tofu",0,3.25,""
96,26,"Vegetable","Eggplant Tofu",0,3.25,""
97,26,"Vegetable","Hunan Tofu",0,3,"Spicy"
98,26,"Vegetable","Kung Pao Tofu",0,3.5,"Spicy"
99,26,"Vegetable","Peanut Tofu",0,3.25,""
100,26,"Vegetable","Broccoli Tofu",0,3.25,""
101,26,"Vegetable","Bean Sprout and Scallion Tofu",0,3.25,""
102,26,"Vegetable","String Bean Tofu",0,3,""
103,26,"Vegetable","Mushroom Tofu",0,3.25,""
104,26,"Vegetable","Orange Tofu",0,3.25,"Spicy"
105,26,"Vegetable","General Tso's Tofu",0,3.25,"Spicy"
106,26,"Vegetable","Sweet Sour Tofu",0,3.25,""
107,26,"Vegetable","Sesame Tofu",0,3.25,""
108,26,"Vegetable","Mixed Vegetable with Garlic Sauce",0,2.75,"Spicy"
109,26,"Vegetable","Mixed Vegetable with Black Bean Sauce",0,3,""
110,26,"Vegetable","Mixed Vegetable with Lemon Grass",0,3,""
111,26,"Chicken or Pork","with Tomato",0,3.5,""
112,26,"Chicken or Pork","with Vegetable and Tofu",0,3.75,""
113,26,"Chicken or Pork","with Broccoli and Tofu",0,3.75,""
114,26,"Chicken or Pork","with Pineapple",0,3.5,""
115,26,"Chicken or Pork","with Curry",0,3.5,""
116,26,"Chicken or Pork","with String Bean",0,3.5,""
117,26,"Chicken or Pork","with Eggplant",0,3.5,""
118,26,"Chicken or Pork","with Mushroom and Bamboo Shoot",0,3.5,""
119,26,"Chicken or Pork","with Garlic Sauce",0,3.5,"Spicy"
120,26,"Chicken or Pork","with Black Bean Sauce",0,3.5,""
121,26,"Chicken or Pork","with Oyster Sauce",0,3.5,""
122,26,"Chicken or Pork","with Vinegar Sauce",0,3.5,""
123,26,"Chicken or Pork","Kung Po Chicken or Pork",0,3.5,"Spicy"
124,26,"Chicken or Pork","Hunan Chicken or Pork",0,3.5,"Spicy"
125,26,"Chicken or Pork","Mooshu Chicken or Pork",0,3.5,""
126,26,"Chicken or Pork","Chicken or Pork Almond Ding with Nuts and Rice and",0,3.5,""
127,26,"Chicken or Pork","Egg Foo Young Chicken or Pork",0,3.5,""
128,26,"Beef or Shrimp","with Tomato",0,3.5,""
129,26,"Beef or Shrimp","with Vegetable and Tofu",0,3.75,""
130,26,"Beef or Shrimp","with Broccoli and Tofu",0,3.75,""
131,26,"Beef or Shrimp","with Pineapple",0,3.5,""
132,26,"Beef or Shrimp","with Curry",0,3.5,""
133,26,"Beef or Shrimp","with String Bean",0,3.5,""
134,26,"Beef or Shrimp","with Eggplant",0,3.5,""
135,26,"Beef or Shrimp","with Mushroom and Bamboo Shoot",0,3.5,""
136,26,"Beef or Shrimp","with Garlic Sauce",0,3.5,"Spicy"
137,26,"Beef or Shrimp","with Black Bean Sauce",0,3.5,""
138,26,"Beef or Shrimp","with Oyster Sauce",0,3.5,""
139,26,"Beef or Shrimp","with Vinegar Sauce",0,3.5,""
140,26,"Beef or Shrimp","Kung Po Beef or Pork",0,3.5,"Spicy"
141,26,"Beef or Shrimp","Hunan Beef or Pork",0,3.5,"Spicy"
142,26,"Beef or Shrimp","Mooshu Beef or Shrimp",0,3.5,""
143,26,"Beef or Shrimp","Beef or Shrimp Almond Ding with Nuts and Rice and ",0,3.5,""
144,26,"Beef or Shrimp","Egg Foo Young Beef or Shrimp",0,3.5,""
145,26,"Subgum","with Tomato",0,3.5,""
146,26,"Subgum","with Vegetable and Tofu",0,3.75,""
147,26,"Subgum","with Broccoli and Tofu",0,3.75,""
148,26,"Subgum","with Pineapple",0,3.5,""
149,26,"Subgum","with Curry",0,3.5,""
150,26,"Subgum","with String Bean",0,3.5,""
151,26,"Subgum","with Eggplant",0,3.5,""
152,26,"Subgum","with Mushroom and Bamboo Shoot",0,3.5,""
153,26,"Subgum","with Garlic Sauce",0,3.5,"Spicy"
154,26,"Subgum","with Black Bean Sauce",0,3.5,""
155,26,"Subgum","with Oyster Sauce",0,3.5,""
156,26,"Subgum","with Vinegar Sauce",0,3.5,""
157,26,"Subgum","Kung Po Subgum",0,3.5,"Spicy"
158,26,"Subgum","Hunan Subgum",0,3.5,"Spicy"
159,26,"Subgum","Mooshu Subgum",0,3.5,""
160,26,"Subgum","Subgum Almond Ding with Nuts and Rice and Vegetabl",0,3.5,""
161,26,"Subgum","Egg Foo Young Subgum",0,3.5,""
162,26,"Vietnamese Food","Spring Roll on Rice Noodle",0,3.25,""
163,26,"Vietnamese Food","Chicken Lemon Grass on Rice Noodle",0,3.5,""
164,26,"Vietnamese Food","Beef Lemon Grass on Rice Noodle",0,3.5,""
165,26,"Vietnamese Food","Pork Lemon Grass on Rice Noodle",0,3.5,""
166,26,"Vietnamese Food","Shrimp Lemon Grass on Rice Noodle",0,3.5,""
167,26,"Vietnamese Food","Chicken Lemon Grass on Rice",0,3.5,""
168,26,"Vietnamese Food","Pork Lemon Grass on Rice",0,3.5,""
169,26,"Vietnamese Food","Beef Lemon Grass on Rice",0,3.75,""
170,26,"Vietnamese Food","Shrimp Lemon Grass on Rice",0,3.75,""
171,26,"Vietnamese Food","Subgum Lemon Grass on Rice",0,4,""
172,26,"Vietnamese Food","Subgum Lemon Grass on Rice Noodle",0,4,""
173,26,"Steak","Pepper Steak",0,3.75,""
174,26,"Steak","Pepper Steak with Mushroom",0,3.75,""
175,26,"Steak","Pepper Steak with Tomato",0,3.75,""
176,26,"Soda","Soda",0,1.25,""
177,26,"Juice","Juice",0,1.25,""
